disc_era,hostname_canon,n_planets,avg_pl_rade,avg_pl_bmasse
2020s,kepler-1716,1,2.425,6.46
2020s,kepler-1717,1,2.989,9.21
2020s,kepler-1718,1,2.569,7.12
2020s,kepler-1719,1,3.95,14.8
2020s,kepler-1720,1,3.216,10.4
2020s,kepler-1721,1,3.119,9.9
2020s,kepler-1722,1,2.867,8.58
2020s,kepler-1723,1,2.88,8.65
2020s,kepler-1724,1,2.837,8.43
2020s,kepler-1725,1,2.813,8.31
2020s,kepler-1726,1,2.509,6.84
2020s,kepler-1727,1,3.173,10.2
2020s,kepler-1728,1,2.955,9.04
2020s,kepler-1729,1,3.894,14.4
2020s,kepler-1730,1,4.485,18.4
2020s,kepler-1731,1,2.933,8.92
2020s,kepler-1732,1,4.099,15.7
2020s,kepler-1733,1,3.636,12.8
2020s,kepler-1734,1,3.089,9.74
2020s,kepler-1735,1,1.194,1.84
2020s,kepler-1736,1,3.877,14.3
2020s,kepler-1737,1,5.395,25.1
2020s,kepler-1738,1,2.825,8.37
2020s,kepler-1739,1,2.431,6.48
2020s,kepler-1740,1,3.323,11.0
2020s,kepler-1741,1,1.273,2.16
2020s,kepler-1742,1,2.178,5.38
2020s,kepler-1743,1,1.599,3.18
2020s,kepler-1744,1,3.768,13.6
2020s,kepler-1745,1,1.929,4.38
2020s,kepler-1746,1,8.935,59.1
2020s,kepler-1747,1,4.265,16.8
2020s,kepler-1748,1,2.713,7.81
2020s,kepler-1749,1,1.613,3.23
2020s,kepler-1750,1,6.004,30.1
2020s,kepler-1751,1,1.824,3.98
2020s,kepler-1752,1,4.541,18.7
2020s,kepler-1753,1,2.227,5.59
2020s,kepler-1754,1,2.44,6.53
2020s,kepler-1755,1,5.917,29.4
2020s,kepler-1756,1,1.472,2.77
2020s,kepler-1757,1,2.947,8.99
2020s,kepler-1758,1,2.571,7.13
2020s,kepler-1759,1,0.904,0.676
2020s,kepler-1760,1,2.29,5.86
2020s,kepler-1761,1,1.391,2.51
2020s,kepler-1762,1,2.76,8.05
2020s,kepler-1763,1,1.147,1.59
2020s,kepler-1764,1,4.555,18.8
2020s,kepler-1765,1,2.495,6.78
2020s,kepler-1766,1,2.279,5.81
2020s,kepler-1767,1,3.013,9.34
2020s,kepler-1768,1,2.233,5.62
2020s,kepler-1769,1,4.465,18.2
2020s,kepler-1770,1,2.841,8.45
2020s,kepler-1771,1,4.055,15.5
2020s,kepler-1772,1,2.686,7.68
2020s,kepler-1773,1,3.505,12.1
2020s,kepler-1774,1,3.182,10.2
2020s,kepler-1775,1,3.648,12.9
2020s,kepler-1776,1,2.612,7.33
2020s,kepler-1777,1,2.132,5.19
2020s,kepler-1778,1,3.017,9.36
2020s,kepler-1779,1,3.033,9.44
2020s,kepler-1780,1,3.606,12.7
2020s,kepler-1781,1,2.381,6.26
2020s,kepler-1782,1,2.229,5.6
2020s,kepler-1783,1,1.319,2.3
2020s,kepler-1784,1,2.799,8.24
2020s,kepler-1785,1,2.704,7.77
2020s,kepler-1786,1,3.163,10.1
2020s,kepler-1787,1,2.319,5.99
2020s,kepler-1788,1,2.379,6.25
2020s,kepler-1789,1,2.831,8.4
2020s,kepler-1790,1,3.145,10.0
2020s,kepler-1791,1,3.121,9.91
2020s,kepler-1792,1,2.52,6.89
2020s,kepler-1793,1,3.79,13.8
2020s,kepler-1794,1,1.794,3.87
2020s,kepler-1795,1,1.663,3.4
2020s,kepler-1796,1,2.75,8.0
2020s,kepler-1797,1,3.058,9.58
2020s,kepler-1798,1,2.309,5.94
2020s,kepler-1799,1,4.128,15.9
2020s,kepler-1800,1,0.997,0.961
2020s,kepler-1804,1,1.596,3.18
2020s,kepler-1805,1,1.545,3.0
2020s,kepler-1806,1,2.356,6.15
2020s,kepler-1807,1,2.704,7.77
2020s,kepler-1808,1,3.025,9.4
2020s,kepler-1809,1,1.513,2.9
2020s,kepler-1810,1,3.918,14.6
2020s,kepler-1811,1,3.848,14.1
2020s,kepler-1812,1,2.325,6.01
2020s,kepler-1813,1,1.413,2.58
2020s,kepler-1815,1,2.749,7.99
2020s,kepler-1816,1,1.968,4.53
2020s,kepler-1817,1,2.273,5.79
2020s,kepler-1818,1,1.714,3.58
2020s,kepler-1819,1,3.904,14.5
2020s,kepler-1820,1,3.119,9.9
2020s,kepler-1821,1,2.592,7.24
2020s,kepler-1822,1,2.648,7.5
2020s,kepler-1823,1,2.086,5.0
2020s,kepler-1824,1,2.381,6.26
2020s,kepler-1825,1,1.422,2.61
2020s,kepler-1826,1,1.475,2.78
2020s,kepler-1827,1,1.856,4.1
2020s,kepler-1828,1,2.116,5.13
2020s,kepler-1829,1,2.479,6.71
2020s,kepler-1830,1,3.33,11.1
2020s,kepler-1831,1,1.97,4.54
2020s,kepler-1832,1,1.227,2.02
2020s,kepler-1833,1,1.3,2.24
2020s,kepler-1835,1,3.534,12.2
2020s,kepler-1836,1,2.553,7.05
2020s,kepler-1837,1,2.067,4.92
2020s,kepler-1838,1,1.66,3.4
2020s,kepler-1839,1,1.949,4.46
2020s,kepler-1840,1,2.778,8.13
2020s,kepler-1841,1,1.489,2.82
2020s,kepler-1842,1,2.354,6.14
2020s,kepler-1843,1,2.709,7.8
2020s,kepler-1844,1,3.036,9.46
2020s,kepler-1845,1,2.438,6.52
2020s,kepler-1846,1,1.764,3.76
2020s,kepler-1847,1,2.745,7.97
2020s,kepler-1848,1,1.409,2.57
2020s,kepler-1849,1,2.387,6.29
2020s,kepler-1850,1,0.729,0.313
2020s,kepler-1851,1,3.9,14.5
2020s,kepler-1852,1,1.886,4.22
2020s,kepler-1853,1,1.519,2.92
2020s,kepler-1854,1,2.587,7.21
2020s,kepler-1855,1,1.216,1.96
2020s,kepler-1856,1,1.734,3.66
2020s,kepler-1857,1,1.961,4.5
2020s,kepler-1858,1,2.422,6.44
2020s,kepler-1860,1,1.139,1.55
2020s,kepler-1861,1,2.207,5.5
2020s,kepler-1862,1,2.203,5.49
2020s,kepler-1863,1,2.263,5.74
2020s,kepler-1864,1,0.754,0.353
2020s,kepler-1865,1,1.577,3.11
2020s,kepler-1866,1,2.082,4.99
2020s,kepler-1867,1,1.16,1.65
2020s,kepler-1868,1,3.15,10.1
2020s,kepler-1870,1,2.101,5.07
2020s,kepler-1871,1,2.422,6.44
2020s,kepler-1872,1,2.384,6.28
2020s,kepler-1873,1,1.626,3.28
2020s,kepler-1874,1,2.211,5.52
2020s,kepler-1875,1,3.227,10.5
2020s,kepler-1876,1,0.853,2.4
2020s,kepler-1877,1,0.624,0.179
2020s,kepler-1878,1,2.92,8.86
2020s,kepler-1879,1,2.065,4.92
2020s,kepler-1880,1,2.117,5.13
2020s,kepler-1881,1,2.981,9.17
2020s,kepler-1882,1,1.487,2.81
2020s,kepler-1883,1,3.251,10.6
2020s,kepler-1884,1,1.814,3.95
2020s,kepler-1885,1,1.511,2.89
2020s,kepler-1886,1,2.582,7.18
2020s,kepler-1887,1,2.925,8.88
2020s,kepler-1888,1,1.326,2.32
2020s,kepler-1889,1,2.944,8.98
2020s,kepler-1890,1,0.869,0.587
2020s,kepler-1891,1,1.521,2.93
2020s,kepler-1892,1,1.837,4.03
2020s,kepler-1893,1,1.706,3.55
2020s,kepler-1895,1,2.119,5.14
2020s,kepler-1896,1,3.099,9.8
2020s,kepler-1897,1,2.814,8.32
2020s,kepler-1898,1,0.934,0.76
2020s,kepler-1899,1,1.551,3.02
2020s,kepler-1900,1,1.623,3.27
2020s,kepler-1901,1,1.474,2.77
2020s,kepler-1902,1,1.176,1.74
2020s,kepler-1903,1,2.286,5.85
2020s,kepler-1904,1,1.39,2.51
2020s,kepler-1905,1,1.446,2.69
2020s,kepler-1906,1,2.776,8.13
2020s,kepler-1909,1,1.092,1.33
2020s,kepler-1910,1,1.184,1.78
2020s,kepler-1911,1,1.011,1.01
2020s,kepler-1912,1,1.357,2.41
2020s,kepler-1913,1,1.519,2.92
2020s,kepler-1914,1,2.943,8.97
2020s,kepler-1915,1,3.218,10.4
2020s,kepler-1916,1,2.618,7.35
2020s,kepler-1917,1,1.89,4.23
2020s,kepler-1918,1,2.298,5.89
2020s,kepler-1919,1,2.624,7.38
2020s,kepler-1920,1,2.954,9.03
2020s,kepler-1922,1,2.291,5.86
2020s,kepler-1923,1,1.96,4.5
2020s,kepler-1924,1,2.654,7.53
2020s,kepler-1925,1,3.002,9.28
2020s,kepler-1926,1,2.315,5.97
2020s,kepler-1927,1,3.406,11.5
2020s,kepler-1928,1,1.992,4.63
2020s,kepler-1929,1,3.073,9.65
2020s,kepler-1930,1,1.53,2.95
2020s,kepler-1931,1,2.653,7.53
2020s,kepler-1932,1,1.515,2.91
2020s,kepler-1933,1,1.18,1.76
2020s,kepler-1934,1,0.913,0.702
2020s,kepler-1935,1,2.503,6.82
2020s,kepler-1936,1,3.166,10.2
2020s,kepler-1937,1,3.023,9.39
2020s,kepler-1938,1,1.828,4.0
2020s,kepler-1939,1,1.165,1.68
2020s,kepler-1940,1,1.547,3.01
2020s,kepler-1941,1,2.65,7.51
2020s,kepler-1942,1,2.117,5.13
2020s,kepler-1943,1,1.549,3.02
2020s,kepler-1944,1,2.76,8.05
2020s,kepler-1945,1,1.289,2.21
2020s,kepler-1946,1,2.488,6.75
2020s,kepler-1947,1,1.01,1.01
2020s,kepler-1948,1,1.033,1.09
2020s,kepler-1949,1,2.22,5.56
2020s,kepler-1950,1,1.527,2.95
2020s,kepler-1951,1,2.321,6.0
2020s,kepler-1952,1,1.239,2.07
2020s,kepler-1953,1,1.286,2.2
2020s,kepler-1954,1,1.802,3.9
2020s,kepler-1955,1,1.167,1.69
2020s,kepler-1956,1,1.089,1.32
2020s,kepler-1957,1,0.944,0.79
2020s,kepler-1958,1,2.051,4.86
2020s,kepler-1959,1,1.143,1.57
2020s,kepler-196,1,2.661,7.56
2020s,kepler-1960,1,1.307,2.26
2020s,kepler-1961,1,1.619,3.25
2020s,kepler-1962,1,1.215,1.95
2020s,kepler-1963,1,0.744,0.337
2020s,kepler-1964,1,1.781,3.83
2020s,kepler-1965,1,1.354,2.4
2020s,kepler-1966,1,1.105,1.39
2020s,kepler-1967,1,0.73,0.315
2020s,kepler-1968,1,1.5,2.86
2020s,kepler-1969,1,1.682,3.47
2020s,kepler-1976,1,12.21,
2020s,kepler-1977,1,1.66,3.39
2020s,kepler-1978,1,2.67,7.61
2020s,kepler-1979,1,29.33,
2020s,kepler-1980,1,2.21,5.52
2020s,kepler-1981,1,9.23,62.5
2020s,kepler-1982,1,0.77,0.381
2020s,kepler-1983,1,2.33,6.04
2020s,kepler-1984,1,6.81,37.3
2020s,kepler-1985,1,2.27,5.77
2020s,kepler-1986,1,1.89,4.23
2020s,kepler-1988,1,1.53,2.96
2020s,kepler-1989,1,4.62,19.3
2020s,kepler-1992,1,0.91,0.693
2020s,kepler-1993,1,4.15,16.1
2020s,kepler-1994,1,0.51,0.087
2020s,kepler-1995,1,4.28,16.9
2020s,kepler-1997,1,2.28,5.82
2020s,kepler-1998,1,0.6,0.156
2020s,kepler-1999,1,3.29,10.8
2020s,kepler-27,1,2.706,7.78
2020s,kepler-279,1,4.13,56.0
2020s,kepler-281,1,5.937,654.0
2020s,kepler-289,1,2.94,17.4
2020s,kepler-290,1,0.86,0.566
2020s,kepler-297,1,32.6,
2020s,kepler-305,1,1.794,3.87
2020s,kepler-311,1,2.05,4.86
2020s,kepler-347,1,3.04,9.48
2020s,kepler-352,1,0.806,0.449
2020s,kepler-381,1,1.067,1.23
2020s,kepler-385,1,2.619,7.36
2020s,kepler-394,1,1.501,2.86
2020s,kepler-416,1,1.61,3.22
2020s,kepler-418,1,5.221,23.7
2020s,kepler-454,1,13.3,734.184
2020s,kepler-462,1,4.0,6.0
2020s,kepler-48,1,13.8,298.581
2020s,kepler-487,1,2.775,8.12
2020s,kepler-495,1,1.219,1.98
2020s,kepler-501,1,1.681,3.47
2020s,kepler-51,1,2.18,5.4
2020s,kepler-511,1,4.21,16.5
2020s,kepler-529,1,2.795,8.22
2020s,kepler-534,1,1.227,2.02
2020s,kepler-549,1,4.2,16.4
2020s,kepler-58,1,1.61,597.796
2020s,kepler-589,1,1.117,1.45
2020s,kepler-595,1,1.009,3.3
2020s,kepler-598,1,3.024,9.4
2020s,kepler-607,1,2.76,8.05
2020s,kepler-616,1,2.653,7.52
2020s,kepler-619,1,4.17,16.2
2020s,kepler-633,1,2.296,5.89
2020s,kepler-647,1,4.001,15.1
2020s,kepler-656,1,1.41,2.57
2020s,kepler-68,1,11.2,86.449
2020s,kepler-716,1,1.393,2.52
2020s,kepler-725,1,3.08,9.7
2020s,kepler-783,1,2.332,6.04
2020s,kepler-784,1,1.55,3.02
2020s,kepler-799,1,2.781,8.15
2020s,kepler-864,1,1.62,3.26
2020s,kepler-865,1,0.89,0.64
2020s,kepler-879,1,0.4,0.036
2020s,kepler-880,1,2.87,8.6
2020s,kepler-896,1,3.15,10.1
2020s,kepler-913,1,3.858,14.2
2020s,kepler-949,1,2.97,9.11
2020s,kepler-963,1,0.6,0.156
2020s,kepler-968,1,2.58,11.02
2020s,kepler-975,1,10.69,80.2
2020s,kic 10068024,1,13.4,635.657
2020s,kic 3526061,1,12.1,5768.586
2020s,kic 5479689,1,14.2,158.914
2020s,kic 8121913,1,13.4,667.44
2020s,kmt-2016-blg-1105l,1,1.33,2.32
2020s,kmt-2016-blg-2321l,1,13.8,301.937
2020s,kmt-2016-blg-2364l,1,13.0,1250.0
2020s,kmt-2016-blg-2397l,1,13.2,836.0
2020s,kmt-2016-blg-2605l,1,14.0,245.046
2020s,kmt-2017-blg-0428l,1,2.23,5.59
2020s,kmt-2017-blg-0673l,1,13.0,1166.43
2020s,kmt-2017-blg-0849l,1,2.41,6.39
2020s,kmt-2017-blg-1003l,1,2.13,5.19
2020s,kmt-2017-blg-1057l,1,5.19,23.5
2020s,kmt-2017-blg-1194l,1,1.7,3.54
2020s,kmt-2017-blg-2197l,1,12.5,2809.603
2020s,kmt-2017-blg-2331l,1,14.2,171.0
2020s,kmt-2017-blg-2509l,1,13.4,664.261
2020s,kmt-2018-blg-0029l,1,2.67,7.59
2020s,kmt-2018-blg-0030l,1,13.6,460.851
2020s,kmt-2018-blg-0087l,1,10.1,73.101
2020s,kmt-2018-blg-0247l,1,13.4,670.618
2020s,kmt-2018-blg-0748l,1,9.01,60.0
2020s,kmt-2018-blg-0885l,1,11.9,9217.024
2020s,kmt-2018-blg-1025l,1,2.34,6.059
2020s,kmt-2018-blg-1292l,1,12.9,1400.0
2020s,kmt-2018-blg-1743l,1,10.5,77.868
2020s,kmt-2018-blg-1976l,1,13.3,705.579
2020s,kmt-2018-blg-1988l,1,2.22,5.56
2020s,kmt-2018-blg-1996l,1,13.7,346.433
2020s,kmt-2018-blg-2602l,1,13.7,365.503
2020s,kmt-2019-blg-0253l,1,2.99,9.2
2020s,kmt-2019-blg-0297l,1,12.1,6038.74
2020s,kmt-2019-blg-0298l,1,13.4,575.269
2020s,kmt-2019-blg-0335l,1,12.1,6674.397
2020s,kmt-2019-blg-0371l,1,12.6,2447.279
2020s,kmt-2019-blg-0414l,1,12.9,1452.476
2020s,kmt-2019-blg-0578l,1,13.7,381.394
2020s,kmt-2019-blg-0842l,1,3.19,10.28
2020s,kmt-2019-blg-0953l,1,4.06,15.5
2020s,kmt-2019-blg-1042l,1,9.05,60.387
2020s,kmt-2019-blg-1216l,1,5.98,29.876
2020s,kmt-2019-blg-1339l,1,13.7,397.0
2020s,kmt-2019-blg-1367l,1,1.85,4.08
2020s,kmt-2019-blg-1552l,1,13.0,1287.205
2020s,kmt-2019-blg-1715l,1,13.2,813.641
2020s,kmt-2019-blg-1806l,1,2.0,4.67
2020s,kmt-2019-blg-1953l,1,14.1,200.0
2020s,kmt-2019-blg-2783l,1,13.7,368.681
2020s,kmt-2019-blg-2974l,1,11.4,88.992
2020s,kmt-2021-blg-0119l,1,12.8,1754.413
2020s,kmt-2021-blg-0171l,1,3.35,11.2
2020s,kmt-2021-blg-0192l,1,6.56,34.961
2020s,kmt-2021-blg-0240l,1,9.6,66.744
2020s,kmt-2021-blg-0320l,1,6.2,31.783
2020s,kmt-2021-blg-0322l,1,12.7,2034.102
2020s,kmt-2021-blg-0712l,1,6.91,38.19
2020s,kmt-2021-blg-0736l,1,4.86,21.0
2020s,kmt-2021-blg-0748l,1,14.3,143.023
2020s,kmt-2021-blg-0909l,1,13.7,400.464
2020s,kmt-2021-blg-0912l,1,1.49,2.81
2020s,kmt-2021-blg-1105l,1,13.6,413.177
2020s,kmt-2021-blg-1150l,1,13.9,279.689
2020s,kmt-2021-blg-1253l,1,4.59,19.05
2020s,kmt-2021-blg-1303l,1,13.6,120.775
2020s,kmt-2021-blg-1372l,1,9.12,61.27
2020s,kmt-2021-blg-1391l,1,1.97,4.55
2020s,kmt-2021-blg-1547l,1,13.6,467.208
2020s,kmt-2021-blg-1554l,1,6.9,38.139
2020s,kmt-2021-blg-1689l,1,7.71,46.0
2020s,kmt-2021-blg-1770l,1,12.1,6674.397
2020s,kmt-2021-blg-1898l,1,14.0,232.015
2020s,kmt-2021-blg-2010l,1,13.8,340.076
2020s,kmt-2021-blg-2294l,1,5.02,22.248
2020s,kmt-2021-blg-2478l,1,13.9,286.046
2020s,kmt-2021-blg-2609l,1,3.17,10.171
2020s,kmt-2022-blg-0303l,1,14.2,163.046
2020s,kmt-2022-blg-0371l,1,10.9,82.635
2020s,kmt-2022-blg-0440l,1,4.05,15.4
2020s,kmt-2022-blg-1013l,1,12.1,98.527
2020s,kmt-2022-blg-1790l,1,13.5,549.843
2020s,kmt-2022-blg-2076l,1,13.9,279.689
2020s,kmt-2022-blg-2286l,1,12.1,6038.74
2020s,kmt-2023-blg-0119l,1,11.0,83.7
2020s,kmt-2023-blg-0416l,1,3.67,13.031
2020s,kmt-2023-blg-0469l,1,7.04,39.411
2020s,kmt-2023-blg-0548l,1,13.1,1086.973
2020s,kmt-2023-blg-0735l,1,6.97,38.775
2020s,kmt-2023-blg-0830l,1,4.41,17.798
2020s,kmt-2023-blg-0949l,1,12.8,1900.614
2020s,kmt-2023-blg-1431l,1,3.76,13.6
2020s,kmt-2023-blg-1454l,1,14.1,200.232
2020s,kmt-2023-blg-1642l,1,13.8,343.255
2020s,kmt-2023-blg-1743l,1,12.1,6356.568
2020s,kmt-2023-blg-1866l,1,1.43,2.63
2020s,kmt-2023-blg-1896l,1,4.19,16.35
2020s,kmt-2023-blg-2209l,1,13.9,254.263
2020s,kmt-2024-blg-1005l,1,12.1,6674.397
2020s,kmt-2024-blg-1044l,1,2.7,7.75
2020s,kmt-2024-blg-1209l,1,13.2,839.067
2020s,kmt-2024-blg-1281l,1,4.59,19.07
2020s,kmt-2024-blg-2059l,1,2.54,6.992
2020s,kmt-2024-blg-2242l,1,3.82,13.984
2020s,koi-142,1,13.1,965.147
2020s,koi-2513,1,2.802,7310.053
2020s,koi-4777,1,0.51,99.2
2020s,koi-4978,1,0.7,0.271
2020s,koi-7368,1,2.22,5.56
2020s,koi-7892,1,2.985,9.19
2020s,koi-7913 a,1,2.34,6.08
2020s,l 168-9,1,1.63,4.07
2020s,l 363-38,1,2.0,4.67
2020s,lhs 1478,1,1.242,2.33
2020s,lhs 1815,1,1.088,1.58
2020s,lhs 3154,1,3.69,13.15
2020s,lhs 475,1,0.991,0.941
2020s,lp 714-47,1,4.7,30.8
2020s,lp 791-18,1,1.032,0.9
2020s,ltt 1445 a,1,1.147,1.54
2020s,ltt 9779,1,4.72,29.32
2020s,m62h,1,,785.036
2020s,mascara-4,1,16.982,532.363
2020s,moa-2016-blg-526l,1,3.97,14.938
2020s,moa-2019-blg-008l,1,12.2,5720.911
2020s,moa-2020-blg-135l,1,3.37,11.3
2020s,moa-2020-blg-208l,1,7.71,46.0
2020s,moa-2022-blg-033l,1,3.52,12.15
2020s,moa-2022-blg-091l,1,13.0,1141.004
2020s,moa-2022-blg-249l,1,2.04,4.83
2020s,moa-2022-blg-563l,1,14.0,127.131
2020s,mu2 sco,1,12.3,4576.729
2020s,mwc 758,1,,
2020s,ngc 2682 sand 1429,1,13.4,572.091
2020s,ngts-10,1,13.507,687.148
2020s,ngts-11,1,9.158,109.334
2020s,ngts-12,1,11.747,66.109
2020s,ngts-13,1,12.801,1538.297
2020s,ngts-14 a,1,4.977,29.24
2020s,ngts-15,1,12.33,238.689
2020s,ngts-16,1,14.572,211.992
2020s,ngts-17,1,13.899,242.821
2020s,ngts-18,1,13.563,129.992
2020s,ngts-20,1,11.994,947.129
2020s,ngts-21,1,14.908,750.075
2020s,ngts-23,1,14.202,194.829
2020s,ngts-24,1,13.608,165.271
2020s,ngts-25,1,11.467,203.092
2020s,ngts-26,1,14.886,92.806
2020s,ngts-27,1,15.648,188.472
2020s,ngts-30,1,10.402,305.115
2020s,ngts-31,1,18.046,355.968
2020s,ngts-32,1,15.917,181.162
2020s,ngts-33,1,18.383,1153.717
2020s,ngts-34,1,3.65,19.1
2020s,ngts-35,1,10.9,152.0
2020s,ogle-2006-blg-284l a,1,14.3,144.0
2020s,ogle-2012-blg-0838l,1,8.39,53.1
2020s,ogle-2014-blg-0221l,1,12.9,1382.554
2020s,ogle-2014-blg-0319l,1,14.1,181.162
2020s,ogle-2015-blg-1609l,1,10.4,76.279
2020s,ogle-2015-blg-1771l,1,14.3,138.0
2020s,ogle-2016-blg-0007l,1,1.09,1.32
2020s,ogle-2016-blg-1093l,1,14.0,225.658
2020s,ogle-2016-blg-1227l,1,13.9,250.0
2020s,ogle-2016-blg-1598l,1,13.6,120.775
2020s,ogle-2016-blg-1800l,1,13.2,823.176
2020s,ogle-2017-blg-0364l,1,10.3,75.8
2020s,ogle-2017-blg-0406l,1,14.2,130.0
2020s,ogle-2017-blg-0448l,1,4.08,15.6
2020s,ogle-2017-blg-0604l,1,14.2,160.0
2020s,ogle-2017-blg-0640l,1,13.5,514.882
2020s,ogle-2017-blg-1049l,1,12.8,1760.0
2020s,ogle-2017-blg-1099l,1,13.1,959.842
2020s,ogle-2017-blg-1237l,1,13.0,1207.748
2020s,ogle-2017-blg-1275l,1,12.8,1875.188
2020s,ogle-2017-blg-1375l,1,12.4,3585.0
2020s,ogle-2017-blg-1691l,1,3.92,14.62
2020s,ogle-2017-blg-1806l,1,2.15,5.27
2020s,ogle-2018-blg-0298l,1,7.56,44.496
2020s,ogle-2018-blg-0383l,1,2.41,6.4
2020s,ogle-2018-blg-0506l,1,4.18,16.3
2020s,ogle-2018-blg-0516l,1,4.73,20.1
2020s,ogle-2018-blg-0532l,1,2.37,6.228
2020s,ogle-2018-blg-0567l,1,12.3,101.705
2020s,ogle-2018-blg-0677l,1,1.82,3.96
2020s,ogle-2018-blg-0799l,1,10.9,82.635
2020s,ogle-2018-blg-0932l,1,13.9,282.867
2020s,ogle-2018-blg-0962l,1,13.6,425.89
2020s,ogle-2018-blg-0977l,1,2.41,6.4
2020s,ogle-2018-blg-1119l,1,13.9,289.224
2020s,ogle-2018-blg-1126l,1,4.41,17.798
2020s,ogle-2018-blg-1185l,1,2.83,8.4
2020s,ogle-2018-blg-1212l,1,9.32,63.566
2020s,ogle-2018-blg-1269l,1,14.1,210.0
2020s,ogle-2018-blg-1367l,1,13.8,301.937
2020s,ogle-2018-blg-1428l,1,14.0,240.0
2020s,ogle-2018-blg-1647l,1,13.8,308.294
2020s,ogle-2018-blg-1700l,1,12.9,1400.0
2020s,ogle-2019-blg-0249l,1,12.7,2262.938
2020s,ogle-2019-blg-0299l,1,12.7,1976.893
2020s,ogle-2019-blg-0304l,1,14.2,162.092
2020s,ogle-2019-blg-0362l,1,13.1,1036.121
2020s,ogle-2019-blg-0679l,1,13.1,1061.547
2020s,ogle-2019-blg-0954l,1,12.3,4513.163
2020s,ogle-2019-blg-0960l,1,1.39,2.5
2020s,ogle-2019-blg-1053l,1,1.38,2.48
2020s,ogle-2019-blg-1180l,1,13.5,555.246
2020s,ogle-2019-blg-1470l a,1,13.3,699.222
2020s,ogle-2019-blg-1492l,1,6.79,37.1
2020s,ogle-2023-blg-0836l,1,12.9,1385.732
2020s,proxima cen,1,0.692,0.26
2020s,pz tel,1,11.9,8581.367
2020s,ross 176,1,1.84,4.57
2020s,ross 508,1,1.83,4.0
2020s,speculoos-3,1,0.977,0.894
2020s,teegarden's star,1,0.954,0.82
2020s,tic 172900988 aa,1,11.25,942.0
2020s,tic 237913194,1,12.52,617.226
2020s,tic 241249530,1,13.294,1582.785
2020s,tic 257060897,1,17.262,201.503
2020s,tic 365102760,1,6.21,19.2
2020s,tic 393818343,1,12.184,1379.375
2020s,tic 46432937,1,13.316,1017.051
2020s,tic 4672985,1,11.5,4049.134
2020s,tic 88785435,1,5.03,22.3
2020s,toi-1011,1,1.45,4.04
2020s,toi-1075,1,1.791,9.95
2020s,toi-1107,1,14.572,1064.725
2020s,toi-1135,1,9.341,51.42
2020s,toi-1173,1,9.19,27.4
2020s,toi-1174,1,2.562,32.0
2020s,toi-1180,1,3.072,10.0
2020s,toi-1181,1,17.026,374.72
2020s,toi-1184,1,2.39,6.8
2020s,toi-1194,1,8.717,120.0
2020s,toi-1199,1,10.514,75.961
2020s,toi-1201,1,2.415,6.28
2020s,toi-122,1,2.72,7.85
2020s,toi-1221,1,2.91,1112.399
2020s,toi-1227,1,9.572,66.5
2020s,toi-1231,1,3.65,15.4
2020s,toi-1235,1,1.69,6.69
2020s,toi-1244,1,2.467,6.6
2020s,toi-1248,1,6.808,27.4
2020s,toi-1249,1,3.271,11.9
2020s,toi-125,1,2.93,13.6
2020s,toi-1259 a,1,11.456,140.162
2020s,toi-1268,1,9.1,96.4
2020s,toi-1269,1,2.401,6.4
2020s,toi-1273,1,11.097,70.558
2020s,toi-1278,1,12.218,5879.826
2020s,toi-1279,1,2.661,10.6
2020s,toi-128,1,2.219,5.56
2020s,toi-1295,1,15.693,451.316
2020s,toi-1296,1,14.116,95.3
2020s,toi-1298,1,9.658,99.0
2020s,toi-1301,1,2.477,6.7
2020s,toi-132,1,3.42,22.4
2020s,toi-1333,1,15.648,753.257
2020s,toi-139,1,2.457,6.6
2020s,toi-1411,1,1.199,2.0
2020s,toi-1416,1,1.62,3.48
2020s,toi-1420,1,11.89,25.1
2020s,toi-1431,1,16.701,991.625
2020s,toi-1437,1,2.24,9.6
2020s,toi-1439,1,4.243,38.5
2020s,toi-1442,1,1.17,1.71
2020s,toi-1443,1,2.304,30.0
2020s,toi-1444,1,1.418,3.58
2020s,toi-1448,1,2.749,19.5
2020s,toi-1451,1,2.611,15.2
2020s,toi-1452,1,1.672,4.82
2020s,toi-1467,1,1.92,9.0
2020s,toi-1478,1,11.994,279.689
2020s,toi-1516,1,15.244,1004.338
2020s,toi-1518,1,21.017,731.005
2020s,toi-157,1,14.415,375.039
2020s,toi-1601,1,14.199,387.0
2020s,toi-1630,1,2.417,6.42
2020s,toi-1648,1,2.54,7.4
2020s,toi-1659,1,2.255,5.71
2020s,toi-1680,1,1.466,2.75
2020s,toi-1683,1,2.638,7.45
2020s,toi-1685,1,1.421,3.07
2020s,toi-169,1,12.173,251.404
2020s,toi-1691,1,3.66,14.6
2020s,toi-1693,1,1.41,2.57
2020s,toi-1695,1,1.9,6.36
2020s,toi-1696,1,3.09,48.8
2020s,toi-1710,1,5.203,22.4
2020s,toi-1716,1,3.143,10.0
2020s,toi-1723,1,3.435,10.4
2020s,toi-1728,1,5.05,26.78
2020s,toi-1739,1,1.946,4.45
2020s,toi-1742,1,2.365,9.7
2020s,toi-1743,1,1.83,4.01
2020s,toi-1744,1,2.68,7.65
2020s,toi-1751,1,2.951,19.5
2020s,toi-1753,1,2.479,16.6
2020s,toi-1758,1,3.62,6.9
2020s,toi-1759,1,3.14,10.8
2020s,toi-1768,1,3.453,11.8
